"VILLE",CODE_INSEE,LONGITUDE,LATITUDE,DATE,INDICE_QUALITE_AIR,SOUS_INDICE_OZONE,SOUS_INDICE_PARTICULES_FINES,SOUS_INDICE_DIOXYDE_D'AZOTE,SOUS_INDICE_DIOXYDE_DE_SOUFRE,"CODE_COULEUR"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,27/07/2005,5,5,2,1,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,28/07/2005,4,4,2,2,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,29/07/2005,4,4,,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,30/07/2005,4,4,,1,,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,31/07/2005,3,3,,1,,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,01/08/2005,4,4,,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,02/08/2005,4,4,1,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,03/08/2005,3,3,,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,04/08/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,05/08/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,06/08/2005,4,4,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,07/08/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,08/08/2005,4,4,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,09/08/2005,4,4,3,1,2,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,10/08/2005,5,5,3,1,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,11/08/2005,5,5,2,1,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,12/08/2005,4,4,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,13/08/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,14/08/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,15/08/2005,4,4,1,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,16/08/2005,5,5,2,2,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,17/08/2005,5,5,3,2,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,18/08/2005,5,5,3,2,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,19/08/2005,4,4,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,20/08/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,21/08/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,22/08/2005,3,3,2,2,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,23/08/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,24/08/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,25/08/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,26/08/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,27/08/2005,3,3,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,28/08/2005,4,4,2,1,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,29/08/2005,6,6,3,3,2,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,30/08/2005,7,7,3,2,1,"ORANGE"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,31/08/2005,4,4,3,2,1,"VERT"
"SAINT-NAZAIRE",44184,-2.210437, 47.278984,01/09/2005,4,4,2,1,1,"VERT"
